activity_uuid_product_uuid,activity_uuid,lca_act_name,lca_geo,lca_act_type,product_uuid,ecoinvent_prod
dabb3812-eee9-5d2b-bc23-0f9a38e6f71e_bded6c5a-4dca-497e-bdd9-fcd343012087,dabb3812-eee9-5d2b-bc23-0f9a38e6f71e,"bark chips, wet, measured as dry mass to generic market for residual hardwood, wet",ch,ordinary transforming activity,bded6c5a-4dca-497e-bdd9-fcd343012087,"residual hardwood, wet"
3b34f2a3-abfb-5681-ac78-60c8fada5b16_61c1d37e-ad50-4159-b379-cfe3976720bf,3b34f2a3-abfb-5681-ac78-60c8fada5b16,market for nitrous oxide,glo,market activity,61c1d37e-ad50-4159-b379-cfe3976720bf,nitrous oxide
3a2ab192-109a-5fa4-b9d9-7ed5421ce5c6_dfaef357-a79e-4846-aabc-848b1ab59fbb,3a2ab192-109a-5fa4-b9d9-7ed5421ce5c6,"market for sawdust, wet, measured as dry mass",ch,market activity,dfaef357-a79e-4846-aabc-848b1ab59fbb,"sawdust, wet, measured as dry mass"
16e0e4f7-a44f-55d5-ae85-b2a614f42095_d5d05133-2092-451a-b9fa-c782a6ce3786,16e0e4f7-a44f-55d5-ae85-b2a614f42095,"market for sewage sludge, 70% water, WWT, WW from maize starch production",ch,market activity,d5d05133-2092-451a-b9fa-c782a6ce3786,"sewage sludge, 70% water, WWT, WW from maize starch production"
732c6740-c4fb-598d-89a0-f8d0a443913f_0d84cdfe-bcf2-4821-8f34-d93b9f611c11,732c6740-c4fb-598d-89a0-f8d0a443913f,phenolic resin production,rer,ordinary transforming activity,0d84cdfe-bcf2-4821-8f34-d93b9f611c11,phenolic resin
6632b6ca-fdb9-5d16-a1b1-599bb8bff19b_60e40c5e-8a0e-52f7-8c7f-2664ac536903,6632b6ca-fdb9-5d16-a1b1-599bb8bff19b,"treatment of sewage sludge, 97% water, WWT, rainwater mineral oil storage, landfarming",europe without switzerland,ordinary transforming activity,60e40c5e-8a0e-52f7-8c7f-2664ac536903,"organic nitrogen fertiliser, as N"
a73e89c1-abd9-54a1-8c44-17547de7e7ef_f1efe0d9-811f-4bf7-af7b-81aff81f5568,a73e89c1-abd9-54a1-8c44-17547de7e7ef,"catch crop growing, ryegrass, September-April, organic fertiliser 40 kg N, one cut",ch,ordinary transforming activity,f1efe0d9-811f-4bf7-af7b-81aff81f5568,ryegrass silage
da6fd7f1-4ee6-5491-81a9-2e42ce8968dd_f6ba241a-2732-47fb-bff3-ca4a3e30faa3,da6fd7f1-4ee6-5491-81a9-2e42ce8968dd,"nuclear fuel element production, for pressure water reactor, UO2 3.8% & MOX",row,ordinary transforming activity,f6ba241a-2732-47fb-bff3-ca4a3e30faa3,"nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX"
59abf99d-3a33-5d9c-a8d7-a2fc6b146250_3103a12f-4541-4c57-88e1-79d331927a66,59abf99d-3a33-5d9c-a8d7-a2fc6b146250,"battery cell production, Li-ion, LiMn2O4",row,ordinary transforming activity,3103a12f-4541-4c57-88e1-79d331927a66,"battery cell, Li-ion, LiMn2O4"
25bb2c21-f6f5-58e1-b110-9025bfb6a70f_aa0d7c65-0f57-49ed-a01e-01f2b4bc4ac4,25bb2c21-f6f5-58e1-b110-9025bfb6a70f,"impact extrusion of aluminium, 4 strokes",rer,ordinary transforming activity,aa0d7c65-0f57-49ed-a01e-01f2b4bc4ac4,"impact extrusion of aluminium, 4 strokes"
c6588bbf-2571-50e5-b3fb-c187d3ceb09b_bd9f3f8b-c561-4604-b683-4e53f704bd02,c6588bbf-2571-50e5-b3fb-c187d3ceb09b,oxidation of butane,row,ordinary transforming activity,bd9f3f8b-c561-4604-b683-4e53f704bd02,methyl acetate
00299986-0b1a-5f9c-b1c7-a919ac63f737_d4ee8f39-342b-4443-bbb9-c49b6801b5d6,00299986-0b1a-5f9c-b1c7-a919ac63f737,concrete block production,row,ordinary transforming activity,d4ee8f39-342b-4443-bbb9-c49b6801b5d6,concrete block
d75ddb25-1efc-554d-936e-bbfe99ee910a_4c2b6470-79f6-40e4-b6c0-08a769c9ab04,d75ddb25-1efc-554d-936e-bbfe99ee910a,maleic anhydride production by catalytic oxidation of benzene,row,ordinary transforming activity,4c2b6470-79f6-40e4-b6c0-08a769c9ab04,maleic anhydride
ad7bb6b7-d973-54fa-9964-53290b4f10d3_1458c180-5333-475e-88d2-7886d76e779e,ad7bb6b7-d973-54fa-9964-53290b4f10d3,"lath, softwood, raw, kiln drying to u=20%",europe without switzerland,ordinary transforming activity,1458c180-5333-475e-88d2-7886d76e779e,"sawnwood, lath, softwood, raw, dried (u=20%)"
45f0b140-b492-52bc-af64-d4808958700d_c0939534-d461-46e6-b433-f4cdad1f5ef7,45f0b140-b492-52bc-af64-d4808958700d,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",glo,ordinary transforming activity,c0939534-d461-46e6-b433-f4cdad1f5ef7,"sewage sludge, 70% water, WWT, WW from concrete production"
d13c608c-dd58-50e0-b796-adf07d1a1f3f_6666335b-58fd-4687-9e8e-4235d8dd7b20,d13c608c-dd58-50e0-b796-adf07d1a1f3f,"treatment of fly ash and scrubber sludge, hazardous waste incineration",row,ordinary transforming activity,6666335b-58fd-4687-9e8e-4235d8dd7b20,fly ash and scrubber sludge
e53851f7-5ca5-5f07-8c2c-c65d5eee38b5_42d2fd94-f9c8-4903-ac72-a4fe5af22233,e53851f7-5ca5-5f07-8c2c-c65d5eee38b5,"treatment of wastewater from PV cell production, wastewater treatment",row,ordinary transforming activity,42d2fd94-f9c8-4903-ac72-a4fe5af22233,wastewater from PV cell production
8802cfa2-5c70-524f-b489-e32298fffbff_77ab9d43-1562-49e6-b42e-faa4e9f69e2b,8802cfa2-5c70-524f-b489-e32298fffbff,"fuel cell production, solid oxide, with micro gas turbine, 180kW electrical, future",row,ordinary transforming activity,77ab9d43-1562-49e6-b42e-faa4e9f69e2b,"fuel cell, solid oxide, with micro gas turbine, 180kW electrical, future"
beae5ed7-95b6-5435-92d0-11abfea400d2_02db23d4-0c70-4c90-98b6-2aa65ef4b268,beae5ed7-95b6-5435-92d0-11abfea400d2,"transport, freight, aircraft, dedicated freight, very short haul",glo,ordinary transforming activity,02db23d4-0c70-4c90-98b6-2aa65ef4b268,"transport, freight, aircraft, very short haul"
d2625fae-fc2b-52f6-a2c5-ada2292d0a8a_9e2fbebe-7357-4057-b7c6-3c4d7cfa5285,d2625fae-fc2b-52f6-a2c5-ada2292d0a8a,"uranium production, centrifuge, enriched 3.9%",nl,ordinary transforming activity,9e2fbebe-7357-4057-b7c6-3c4d7cfa5285,"uranium, enriched 3.9%, per separative work unit"
21157467-225d-5fc9-b50c-6c5069a1fadb_4aeb3a6c-81f4-4f6e-80b6-797b812e0792,21157467-225d-5fc9-b50c-6c5069a1fadb,market for fatty acid,glo,market activity,4aeb3a6c-81f4-4f6e-80b6-797b812e0792,fatty acid
7e44cc11-9b59-5b65-9add-ea6f073c4004_dca5d4c8-0e53-4f11-9df5-418e30a0e49f,7e44cc11-9b59-5b65-9add-ea6f073c4004,breadcrumbs production,rer,ordinary transforming activity,dca5d4c8-0e53-4f11-9df5-418e30a0e49f,breadcrumbs
b6f5e662-3bcc-55e0-afd0-5b965db396ab_780b9e94-60a4-411e-9cc5-02948676003b,b6f5e662-3bcc-55e0-afd0-5b965db396ab,"treatment of wastewater from grass refinery, wastewater treatment",ch,ordinary transforming activity,780b9e94-60a4-411e-9cc5-02948676003b,wastewater from grass refinery
46a156a7-9eb2-568f-a96d-120fe63a892a_019600be-f3ce-4399-9e31-19cdc087ed5f,46a156a7-9eb2-568f-a96d-120fe63a892a,"shavings, hardwood, measured as dry mass to generic market for residual wood, dry",europe without switzerland,ordinary transforming activity,019600be-f3ce-4399-9e31-19cdc087ed5f,"residual wood, dry"
f7e64fb7-17f2-598c-8dd6-9ce1ff477c83_318bc688-5b2f-56fa-8bab-3c071c0f52bb,f7e64fb7-17f2-598c-8dd6-9ce1ff477c83,"treatment of sewage sludge, 97% water, WWT, WW from concrete production, landfarming",row,ordinary transforming activity,318bc688-5b2f-56fa-8bab-3c071c0f52bb,"organic potassium fertiliser, as K2O"
20c37d85-04ca-585e-a554-0f2e8d06abc6_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa,20c37d85-04ca-585e-a554-0f2e8d06abc6,dichloromethane production,rer,ordinary transforming activity,c1fd4059-c24f-4e05-b3f5-82651ec0dbfa,dichloromethane
50d9539b-9086-56a7-ace3-f60930692c66_b1489e93-5758-49fb-979e-455555779aec,50d9539b-9086-56a7-ace3-f60930692c66,market for crust from Parkes process for lead production,glo,market activity,b1489e93-5758-49fb-979e-455555779aec,crust from Parkes process for lead production
d2e79c32-e80c-5acb-b9a6-133c722cf60b_6d2c81d0-5546-4bc3-a4f4-3e88606d539d,d2e79c32-e80c-5acb-b9a6-133c722cf60b,"market for bark chips, wet, measured as dry mass",row,market activity,6d2c81d0-5546-4bc3-a4f4-3e88606d539d,"bark chips, wet, measured as dry mass"
c6588bbf-2571-50e5-b3fb-c187d3ceb09b_86e1bf02-e86a-479b-9051-710271dbd745,c6588bbf-2571-50e5-b3fb-c187d3ceb09b,oxidation of butane,row,ordinary transforming activity,86e1bf02-e86a-479b-9051-710271dbd745,methyl ethyl ketone
da43b5f7-098f-5c96-8ad7-749cf54b0844_e8a17c52-fef4-4297-994b-e7536c00dfab,da43b5f7-098f-5c96-8ad7-749cf54b0844,"treatment of used refrigeration machine, R134a as refrigerant",glo,ordinary transforming activity,e8a17c52-fef4-4297-994b-e7536c00dfab,"used refrigeration machine, R134a as refrigerant"
7c68b8dc-2ec6-57d1-956f-7bdb9fa4eeb5_d11b6468-c23b-4139-bd97-2dd8542a7ead,7c68b8dc-2ec6-57d1-956f-7bdb9fa4eeb5,polystyrene foam slab for perimeter insulation,row,ordinary transforming activity,d11b6468-c23b-4139-bd97-2dd8542a7ead,polystyrene foam slab for perimeter insulation
65852e20-d63e-53cd-aeab-d48d4a348f40_b3c58f5d-5815-487c-8b9c-4366e00d22dc,65852e20-d63e-53cd-aeab-d48d4a348f40,"heat production, natural gas, at boiler atmospheric low-NOx non-modulating <100kW",europe without switzerland,ordinary transforming activity,b3c58f5d-5815-487c-8b9c-4366e00d22dc,"heat, central or small-scale, natural gas"
4dedd231-3053-55b8-8173-1334b060493a_5981c7be-0137-5e12-8ff5-d4f0649f3953,4dedd231-3053-55b8-8173-1334b060493a,chlorpropham production,glo,ordinary transforming activity,5981c7be-0137-5e12-8ff5-d4f0649f3953,chlorpropham
d06d4f2b-95a1-571b-ac15-c7faefc17deb_3990b197-a303-4c36-ae1c-c2ddebaad744,d06d4f2b-95a1-571b-ac15-c7faefc17deb,market for kerosene,row,market activity,3990b197-a303-4c36-ae1c-c2ddebaad744,kerosene
69fa6126-09e6-5b9c-8d29-ef8a9e7b570f_71e2f1db-a2c5-44d0-8337-dfff15be974d,69fa6126-09e6-5b9c-8d29-ef8a9e7b570f,"treatment of sewage sludge, 75% water, WWT, WW from GGBFS production, sanitary landfill",row,ordinary transforming activity,71e2f1db-a2c5-44d0-8337-dfff15be974d,"heat, district or industrial, other than natural gas"
bd3f4a80-74c2-5b57-855a-138be4d487e1_71e2f1db-a2c5-44d0-8337-dfff15be974d,bd3f4a80-74c2-5b57-855a-138be4d487e1,"treatment of sewage sludge, 75% water, WWT, WW from PV cell production, sanitary landfill",glo,ordinary transforming activity,71e2f1db-a2c5-44d0-8337-dfff15be974d,"heat, district or industrial, other than natural gas"
e98cc1f8-7102-52b4-a0e2-258048b62df0_1fe6463a-08c8-406e-b05c-d5ad845da6be,e98cc1f8-7102-52b4-a0e2-258048b62df0,cationic resin production,row,ordinary transforming activity,1fe6463a-08c8-406e-b05c-d5ad845da6be,cationic resin
543550dd-7f17-5f78-b997-ae1410671af4_b419e26a-249f-4286-a6f8-188e7dfba951,543550dd-7f17-5f78-b997-ae1410671af4,market for titanium dioxide,rer,market activity,b419e26a-249f-4286-a6f8-188e7dfba951,titanium dioxide
b90dcf52-3e8c-5fb5-9b2b-38561d800000_71e2f1db-a2c5-44d0-8337-dfff15be974d,b90dcf52-3e8c-5fb5-9b2b-38561d800000,"heat production, propane, at industrial furnace >100kW",row,ordinary transforming activity,71e2f1db-a2c5-44d0-8337-dfff15be974d,"heat, district or industrial, other than natural gas"
0251cf86-6218-5d0b-af7f-398bf5033051_4ded4b10-8c5a-41bf-9098-0194fc46b639,0251cf86-6218-5d0b-af7f-398bf5033051,"market for machine operation, diesel, < 18.64 kW, low load factor",glo,market activity,4ded4b10-8c5a-41bf-9098-0194fc46b639,"machine operation, diesel, < 18.64 kW, low load factor"
09bad9e0-3511-5fc1-bce7-cb8b26b30d38_d13ae29b-7d6a-55d2-8380-86343a80fed8,09bad9e0-3511-5fc1-bce7-cb8b26b30d38,"market for waste polyethylene terephthalate, for recycling, unsorted",row,market activity,d13ae29b-7d6a-55d2-8380-86343a80fed8,"waste polyethylene terephthalate, for recycling, unsorted"
439ff853-795a-5eaf-9ff2-b8bc4944a1f7_858164b0-44f1-4118-b6cb-47054faa21ef,439ff853-795a-5eaf-9ff2-b8bc4944a1f7,"aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off",glo,ordinary transforming activity,858164b0-44f1-4118-b6cb-47054faa21ef,"aluminium scrap, post-consumer, prepared for melting"
d305faf9-d271-502a-98f4-05d30b2029c1_0ace02fa-eca5-482d-a829-c18e46a52db4,d305faf9-d271-502a-98f4-05d30b2029c1,"transport, freight train, electricity",row,ordinary transforming activity,0ace02fa-eca5-482d-a829-c18e46a52db4,"transport, freight train"
ab153c21-a8af-5657-aebb-1bef8208fd55_71d0cff1-7f13-4476-94a9-4eaaec98d225,ab153c21-a8af-5657-aebb-1bef8208fd55,ferronickel production,glo,ordinary transforming activity,71d0cff1-7f13-4476-94a9-4eaaec98d225,ferronickel
d6459f77-552d-5ae1-89b5-8b1bc6b77f3d_d7d5b411-031a-4735-acee-3f9658cf74c4,d6459f77-552d-5ae1-89b5-8b1bc6b77f3d,"market for skidding, skidder",glo,market activity,d7d5b411-031a-4735-acee-3f9658cf74c4,"skidding, skidder"
2e729135-26e3-57e0-987b-ea356eb02098_bd6aab7d-fe7d-4396-b209-448ffb557a61,2e729135-26e3-57e0-987b-ea356eb02098,market for fish residues,glo,market activity,bd6aab7d-fe7d-4396-b209-448ffb557a61,fish residues
267766d2-9be1-5a31-87e0-e0ca2b8132b7_8b54f6c4-5a2c-4816-8691-7941b290407a,267766d2-9be1-5a31-87e0-e0ca2b8132b7,"glazing production, triple, U<0.5 W/m2K",rer,ordinary transforming activity,8b54f6c4-5a2c-4816-8691-7941b290407a,"glazing, triple, U<0.5 W/m2K"
1d511a21-72db-5825-8e05-0e2a6a049150_08c64e0a-dbf8-47a7-86dc-c281f357e9cd,1d511a21-72db-5825-8e05-0e2a6a049150,horn meal production,row,ordinary transforming activity,08c64e0a-dbf8-47a7-86dc-c281f357e9cd,horn meal
f8126f1d-bd2e-532a-8f51-df12fc1fe86c_d69294d7-8d64-4915-a896-9996a014c410,f8126f1d-bd2e-532a-8f51-df12fc1fe86c,"electricity production, photovoltaic, 570kWp open ground installation, multi-Si",es,ordinary transforming activity,d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage"
4138554f-b8e0-5203-ad46-f9d4885714ba_42761d87-05d9-4877-b21e-001ecf0c747d,4138554f-b8e0-5203-ad46-f9d4885714ba,"trawler maintenance, steel",row,ordinary transforming activity,42761d87-05d9-4877-b21e-001ecf0c747d,"trawler maintenance, steel"
f554d916-f5ab-5dd6-87ec-434145417dbe_90c3c146-16ab-4e66-9cb5-424629767a3b,f554d916-f5ab-5dd6-87ec-434145417dbe,"maintenance, electric scooter, without battery",glo,ordinary transforming activity,90c3c146-16ab-4e66-9cb5-424629767a3b,"maintenance, electric scooter, without battery"
304cb2e9-4421-5e77-b4cc-7a7cdbd550c6_960bec1c-d3f1-496a-86d8-f8168245e465,304cb2e9-4421-5e77-b4cc-7a7cdbd550c6,skidder production,glo,ordinary transforming activity,960bec1c-d3f1-496a-86d8-f8168245e465,skidder
9d1d0815-9c2e-5fe5-9086-62832054c117_08182e61-7e1a-4e55-8aad-aaf8de6fa678,9d1d0815-9c2e-5fe5-9086-62832054c117,market for cobalt sulfate,row,market activity,08182e61-7e1a-4e55-8aad-aaf8de6fa678,cobalt sulfate
e82e017b-983b-5910-97b7-cdbe8f3151da_1c5d51e7-9762-5fbb-b707-03198c65b424,e82e017b-983b-5910-97b7-cdbe8f3151da,"natural gas, burned in gas turbine",row,ordinary transforming activity,1c5d51e7-9762-5fbb-b707-03198c65b424,"natural gas, burned in gas turbine"
81fafab0-3c11-5fcb-afb8-1429d725fb9f_66c93e71-f32b-4591-901c-55395db5c132,81fafab0-3c11-5fcb-afb8-1429d725fb9f,"market group for electricity, high voltage",rer,market group,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
7e1103c0-e852-5e9d-b2a0-f143da5b3a8f_66c93e71-f32b-4591-901c-55395db5c132,7e1103c0-e852-5e9d-b2a0-f143da5b3a8f,"electricity production, nuclear, pressure water reactor",de,ordinary transforming activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
cc7db8fc-f269-510e-bf70-a9f13855f77d_3c729202-245e-4585-a517-c053ca62f074,cc7db8fc-f269-510e-bf70-a9f13855f77d,"lean concrete production, with cement CEM II/A",ch,ordinary transforming activity,3c729202-245e-4585-a517-c053ca62f074,lean concrete
2e00da68-0c29-5fe4-ba28-8e4291ab1d82_089f5c04-e340-42c4-bf9c-e8ec6174443a,2e00da68-0c29-5fe4-ba28-8e4291ab1d82,2-nitroaniline production,rer,ordinary transforming activity,089f5c04-e340-42c4-bf9c-e8ec6174443a,2-nitroaniline
d5bb4134-2abc-57c4-bc99-10c9069fef62_43918f35-ec6f-4054-898b-c381aa071e93,d5bb4134-2abc-57c4-bc99-10c9069fef62,"containerboard production, linerboard, kraftliner",row,ordinary transforming activity,43918f35-ec6f-4054-898b-c381aa071e93,turpentine
27c2d8fa-4bf3-53b2-8226-d45e5ae94381_df485397-82cf-40e8-9b57-5fdc9f2a4b2f,27c2d8fa-4bf3-53b2-8226-d45e5ae94381,"market for wood preservation facility, hot/cold dipping tank",glo,market activity,df485397-82cf-40e8-9b57-5fdc9f2a4b2f,"wood preservation facility, hot/cold dipping tank"
c47b323a-4bbd-5a63-939a-3cdb3a72f5d2_f1349f22-f459-4472-90e8-c3d10c737dc5,c47b323a-4bbd-5a63-939a-3cdb3a72f5d2,"heat, at cogen, with supporting oil furnace 60%, 160kWe Jakobsberg, allocation exergy",row,ordinary transforming activity,f1349f22-f459-4472-90e8-c3d10c737dc5,"heat, central or small-scale, Jakobsberg"
8120123c-3300-5a8d-8ddb-f2fda87a4bf1_25e23c55-6dab-46aa-b147-d9a140919fb2,8120123c-3300-5a8d-8ddb-f2fda87a4bf1,"treatment of residues, MSWI[F]-WWT[U], WW from lorry production, residual material landfill",ch,ordinary transforming activity,25e23c55-6dab-46aa-b147-d9a140919fb2,"residues, MSWI[F]-WWT[U], WW from lorry production"
051bdeec-cdce-5ee7-a1f1-de5cab06b18c_fe15c49e-fef2-4cbc-be64-04338f4e2823,051bdeec-cdce-5ee7-a1f1-de5cab06b18c,brick production facility construction,row,ordinary transforming activity,fe15c49e-fef2-4cbc-be64-04338f4e2823,brick production facility
d9ea90d6-4e07-51bd-9fe1-03041574e393_eb72aeaa-98bd-49aa-a94b-0f63f310c62a,d9ea90d6-4e07-51bd-9fe1-03041574e393,"treatment of used window frame, wood, collection for final disposal",row,ordinary transforming activity,eb72aeaa-98bd-49aa-a94b-0f63f310c62a,"used window frame, wood"
28165213-2bbf-5bd2-bf10-e50a836a0561_b6403446-83de-4c3c-9c63-bac68b4a404b,28165213-2bbf-5bd2-bf10-e50a836a0561,market for glass from used cathode ray tube,glo,market activity,b6403446-83de-4c3c-9c63-bac68b4a404b,glass from used cathode ray tube
88ca2376-50e7-5c3b-87e1-f1c8914d7910_fc0b4a39-f519-42f2-8e48-dc7c20ff97bb,88ca2376-50e7-5c3b-87e1-f1c8914d7910,hydroxylamine production,rer,ordinary transforming activity,fc0b4a39-f519-42f2-8e48-dc7c20ff97bb,hydroxylamine
cc6d7e10-4cf2-502f-bf07-1660cbd043dd_a043c4ad-20b9-41ed-8438-d099b495fa32,cc6d7e10-4cf2-502f-bf07-1660cbd043dd,"market for recultivation, dolomite mine",glo,market activity,a043c4ad-20b9-41ed-8438-d099b495fa32,"recultivation, dolomite mine"
b90df83c-1b65-5d9d-b75f-864c52a01efc_414ad0d7-302c-4b4f-a204-38b20993ea43,b90df83c-1b65-5d9d-b75f-864c52a01efc,"market for sawnwood, lath, hardwood, dried (u=20%), planed",europe without switzerland,market activity,414ad0d7-302c-4b4f-a204-38b20993ea43,"sawnwood, lath, hardwood, dried (u=20%), planed"
de1bd9a4-fd04-5561-b7e4-2b1e66989d1f_3be0e695-b68d-4f15-816f-68d5e51f4ba5,de1bd9a4-fd04-5561-b7e4-2b1e66989d1f,"market for bottom ash, MSWI-WWT, WW from wafer fabrication",glo,market activity,3be0e695-b68d-4f15-816f-68d5e51f4ba5,"bottom ash, MSWI-WWT, WW from wafer fabrication"
da61e375-41ee-5e66-a831-9affd9c33bf3_3317126a-4dd7-4047-9ccf-163f94382c94,da61e375-41ee-5e66-a831-9affd9c33bf3,"transport, freight, aircraft, belly-freight, long haul",glo,ordinary transforming activity,3317126a-4dd7-4047-9ccf-163f94382c94,"transport, freight, aircraft, long haul"
6773fc9d-4cb0-5208-a360-d13a806372c8_dfaef357-a79e-4846-aabc-848b1ab59fbb,6773fc9d-4cb0-5208-a360-d13a806372c8,"sulfate pulp production, from softwood, unbleached",row,ordinary transforming activity,dfaef357-a79e-4846-aabc-848b1ab59fbb,"sawdust, wet, measured as dry mass"
26964946-ea38-5524-afa7-3d8896282f16_ae530eaa-1edd-49a7-915c-65d74a4554d7,26964946-ea38-5524-afa7-3d8896282f16,"nuclear power plant construction, boiling water reactor 1000MW",row,ordinary transforming activity,ae530eaa-1edd-49a7-915c-65d74a4554d7,"nuclear power plant, boiling water reactor 1000MW"
b1bb9815-05e0-518f-bbcb-ea3695dca780_0ad254ff-fb5c-4cd6-b657-4980bcbb7e6e,b1bb9815-05e0-518f-bbcb-ea3695dca780,"board, hardwood, raw, air drying to u=20%",europe without switzerland,ordinary transforming activity,0ad254ff-fb5c-4cd6-b657-4980bcbb7e6e,"sawnwood, board, hardwood, raw, dried (u=20%)"
398502cb-66ea-550c-b300-9a1cc9d323e7_7ee0ddc3-924d-4339-b9bf-7856af6a698f,398502cb-66ea-550c-b300-9a1cc9d323e7,"treatment of waste polyethylene, unsanitary landfill, dry infiltration class (100mm)",glo,ordinary transforming activity,7ee0ddc3-924d-4339-b9bf-7856af6a698f,waste polyethylene
f2390eb9-4290-5201-b7e1-057a3d51ced6_cca72f1b-007e-445f-8403-7c87ed6b5d62,f2390eb9-4290-5201-b7e1-057a3d51ced6,"market for flat plate solar collector, Cu absorber",glo,market activity,cca72f1b-007e-445f-8403-7c87ed6b5d62,"flat plate solar collector, Cu absorber"
490d0f6c-0056-54e4-b8c3-b64a9e974e45_a1a4300c-8440-4eed-8205-24042aad6df7,490d0f6c-0056-54e4-b8c3-b64a9e974e45,"beam, softwood, raw, kiln drying to u=20%",row,ordinary transforming activity,a1a4300c-8440-4eed-8205-24042aad6df7,"sawnwood, beam, softwood, raw, dried (u=20%)"
29b62a3f-25a1-5eaa-a24c-b1c639ed8563_4e735e76-09eb-493b-87b9-e22d9550e4ad,29b62a3f-25a1-5eaa-a24c-b1c639ed8563,"ethylvinylacetate production, foil",rer,ordinary transforming activity,4e735e76-09eb-493b-87b9-e22d9550e4ad,"ethylvinylacetate, foil"
6e2f5d7d-37d0-5548-a38c-1533a9c76075_714ddb02-26ff-4e89-9648-a83aba628628,6e2f5d7d-37d0-5548-a38c-1533a9c76075,"cheese production, soft, from cow milk",glo,ordinary transforming activity,714ddb02-26ff-4e89-9648-a83aba628628,whey
a2d49754-2cea-514c-90e0-ad624f8bc2c7_fa6301a4-5f34-493a-b1a0-0c989191b6a3,a2d49754-2cea-514c-90e0-ad624f8bc2c7,"ultrafiltration module production, hollow fiber",glo,ordinary transforming activity,fa6301a4-5f34-493a-b1a0-0c989191b6a3,ultrafiltration module
fd02faf3-65c9-51b1-9eea-a76d7eb67d73_60e40c5e-8a0e-52f7-8c7f-2664ac536903,fd02faf3-65c9-51b1-9eea-a76d7eb67d73,"treatment of sewage sludge, 97% water, WWT, WW from hard fibreboard production, landfarming",rer,ordinary transforming activity,60e40c5e-8a0e-52f7-8c7f-2664ac536903,"organic nitrogen fertiliser, as N"
31df3663-7b5f-5293-8ec7-297ecee33e9f_847db7e2-b84f-40ed-89ba-cede5b6c30c6,31df3663-7b5f-5293-8ec7-297ecee33e9f,"market for air input/output unit, heat and power co-generation unit, 160kW electrical",glo,market activity,847db7e2-b84f-40ed-89ba-cede5b6c30c6,"air input/output unit, heat and power co-generation unit, 160kW electrical"
95317b87-9a0b-59e7-903e-d841870e7e2a_0baac448-32a1-4b9f-afec-69a9b9b203ac,95317b87-9a0b-59e7-903e-d841870e7e2a,"treatment of waste paper, unsorted, sorting",row,ordinary transforming activity,0baac448-32a1-4b9f-afec-69a9b9b203ac,"waste paper, sorted"
b278ebd5-eab2-502d-8c9f-d96892f5beda_03d39191-fb1f-42b6-9432-8c64ca568423,b278ebd5-eab2-502d-8c9f-d96892f5beda,"impact extrusion of steel, cold, deformation stroke",rer,ordinary transforming activity,03d39191-fb1f-42b6-9432-8c64ca568423,"impact extrusion of steel, cold, deformation stroke"
333d7593-1414-51b7-b546-046a03dc379b_86247d21-f010-4ce3-a76d-0050837ddfc0,333d7593-1414-51b7-b546-046a03dc379b,"green manure growing, Swiss integrated production, until January",ch,ordinary transforming activity,86247d21-f010-4ce3-a76d-0050837ddfc0,"green manure, Swiss integrated production, until January"
eb290803-6eb5-5628-8738-ff1db2cc2790_1b4ebfef-d9b6-4e3b-bf86-10b5b1a85819,eb290803-6eb5-5628-8738-ff1db2cc2790,"maintenance, container ship",glo,ordinary transforming activity,1b4ebfef-d9b6-4e3b-bf86-10b5b1a85819,"maintenance, container ship"
96ad63fe-e5e2-5f7f-b843-735e02f4f078_96ca17ef-cd4b-410f-b50e-d00d58dd8b94,96ad63fe-e5e2-5f7f-b843-735e02f4f078,"market for sawnwood, hardwood, dried (u=10%), planed",row,market activity,96ca17ef-cd4b-410f-b50e-d00d58dd8b94,"sawnwood, hardwood, dried (u=10%), planed"
85c994d8-3e42-5ca2-b0e9-fd7b09e343f9_db0c4b8c-2b20-4c29-af86-30b8ee8d4f1b,85c994d8-3e42-5ca2-b0e9-fd7b09e343f9,"market for residues, MSWI-WWT, WW from GGBFS production",row,market activity,db0c4b8c-2b20-4c29-af86-30b8ee8d4f1b,"residues, MSWI-WWT, WW from GGBFS production"
b2d827e4-1504-5a6e-9ee0-e49eef35e6a3_1ef8a081-f479-4c8e-bba3-aba6d37de904,b2d827e4-1504-5a6e-9ee0-e49eef35e6a3,rape oil mill operation,ch,ordinary transforming activity,1ef8a081-f479-4c8e-bba3-aba6d37de904,"rape oil, crude"
3b325f6b-b88f-5343-9e0c-0992ebfb9ad6_43c61790-cbeb-493e-8836-279a12ce3e43,3b325f6b-b88f-5343-9e0c-0992ebfb9ad6,xylene production,row,ordinary transforming activity,43c61790-cbeb-493e-8836-279a12ce3e43,xylene
