activity_uuid_product_uuid,activity_uuid,lca_act_name,lca_geo,lca_act_type,product_uuid,ecoinvent_prod
c06c8688-38aa-5762-b2f5-e8fd9b59d289_dcb70fd5-e305-4920-b68b-40697cc6a206,c06c8688-38aa-5762-b2f5-e8fd9b59d289,"treatment of waste polyethylene terephthalate, open dump, dry infiltration class (100mm)",glo,ordinary transforming activity,dcb70fd5-e305-4920-b68b-40697cc6a206,waste polyethylene terephthalate
3951c4eb-ec78-5a89-a89f-1a546b701f49_d454e221-5f08-4259-b46b-31d0dbe595d1,3951c4eb-ec78-5a89-a89f-1a546b701f49,market for cement mortar,ch,market activity,d454e221-5f08-4259-b46b-31d0dbe595d1,cement mortar
e48b7854-f3e3-550b-b3dd-5e5dbc19f7d8_91fa7330-6eda-4832-a45f-9ab769c8c53a,e48b7854-f3e3-550b-b3dd-5e5dbc19f7d8,market for lignite power plant,glo,market activity,91fa7330-6eda-4832-a45f-9ab769c8c53a,lignite power plant
a65dee19-29fd-56c7-b941-4626fc839ced_d6b254b4-73ba-411c-a3b9-2d4eb73761c6,a65dee19-29fd-56c7-b941-4626fc839ced,"market for sewage sludge, 97% water, WWT, heat carrier liquid, 40% C3H8O2",row,market activity,d6b254b4-73ba-411c-a3b9-2d4eb73761c6,"sewage sludge, 97% water, WWT, heat carrier liquid, 40% C3H8O2"
19a714d5-1a87-5c55-8af1-bbeb3c578ea1_794ea6cc-787f-4993-b8ef-e4b626ae0dcd,19a714d5-1a87-5c55-8af1-bbeb3c578ea1,"greenhouse construction, plastic walls and roof, plastic tubes",fr,ordinary transforming activity,794ea6cc-787f-4993-b8ef-e4b626ae0dcd,"greenhouse, plastic walls and roof"
56b22a24-4859-5d14-bd10-56dc20f92282_b7e3b1ef-098a-48f1-b686-8baa82cff1d3,56b22a24-4859-5d14-bd10-56dc20f92282,metalliferous hydroxide sludge to market for zinc concentrate,glo,ordinary transforming activity,b7e3b1ef-098a-48f1-b686-8baa82cff1d3,zinc concentrate
fa91417e-d0ea-5d7f-b07c-3a8093514298_7566f905-29c9-45d6-b2ff-65980f38e3a0,fa91417e-d0ea-5d7f-b07c-3a8093514298,"transport, freight, train with reefer, freezing",glo,ordinary transforming activity,7566f905-29c9-45d6-b2ff-65980f38e3a0,"transport, freight, train with reefer, freezing"
7bdc05c5-404e-5e5b-9676-15f14e4ed75d_d64abd75-0e28-4d4b-92ed-d6442798d377,7bdc05c5-404e-5e5b-9676-15f14e4ed75d,iodine production,row,ordinary transforming activity,d64abd75-0e28-4d4b-92ed-d6442798d377,iodine
41e3df1d-0e8d-586f-bed0-c68b63dd232f_d67dd10d-a233-433b-9111-76df6834074b,41e3df1d-0e8d-586f-bed0-c68b63dd232f,"paper production, woodcontaining, supercalendered",rer,ordinary transforming activity,d67dd10d-a233-433b-9111-76df6834074b,"paper, woodcontaining, supercalendered"
9f87f194-9443-5e58-82a1-ccf91bdbdc7e_adec03fd-9391-4604-8d30-1d1109b1d6e2,9f87f194-9443-5e58-82a1-ccf91bdbdc7e,"cable yarder production, truck-mounted",glo,ordinary transforming activity,adec03fd-9391-4604-8d30-1d1109b1d6e2,"mobile cable yarder, truck-mounted, incl. processor"
04e0fce5-2a2a-5768-9940-aa6def6318f8_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e,04e0fce5-2a2a-5768-9940-aa6def6318f8,ethanol production from maize,row,ordinary transforming activity,ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e,"ethanol, without water, in 95% solution state, from fermentation"
0846b6f5-07ed-51dc-b655-f3c31e204d72_e4c082c9-dec1-41d1-8fca-0457c8f630e7,0846b6f5-07ed-51dc-b655-f3c31e204d72,jatropha seed production,glo,ordinary transforming activity,e4c082c9-dec1-41d1-8fca-0457c8f630e7,jatropha seed
2261398c-3932-54bf-8cf9-709f0c34e412_1c5d51e7-9762-5fbb-b707-03198c65b424,2261398c-3932-54bf-8cf9-709f0c34e412,"market for natural gas, burned in gas turbine",glo,market activity,1c5d51e7-9762-5fbb-b707-03198c65b424,"natural gas, burned in gas turbine"
284c6b1d-cb67-5ebb-a11e-e67eff6a6f42_895fcf82-5804-4a39-84a8-6e57d1d71fe0,284c6b1d-cb67-5ebb-a11e-e67eff6a6f42,"market for rye seed, Swiss integrated production, for sowing",ch,market activity,895fcf82-5804-4a39-84a8-6e57d1d71fe0,"rye seed, Swiss integrated production, for sowing"
8ce55a44-4d11-5647-b4ba-b8e5fe20071b_1e16715e-6aa4-4649-92bd-304400d6c246,8ce55a44-4d11-5647-b4ba-b8e5fe20071b,stretch blow moulding,row,ordinary transforming activity,1e16715e-6aa4-4649-92bd-304400d6c246,stretch blow moulding
37367abb-fed0-5273-8083-10ff218062cd_07ad9bb5-f5d3-4e09-ac39-a6dcbb13a0ba,37367abb-fed0-5273-8083-10ff218062cd,"market for transport, freight, aircraft, short haul",glo,market activity,07ad9bb5-f5d3-4e09-ac39-a6dcbb13a0ba,"transport, freight, aircraft, short haul"
b58958c4-8c8e-56c5-957e-d422184b862e_7c625a36-951a-493d-815a-ef6bbeb8bf2d,b58958c4-8c8e-56c5-957e-d422184b862e,"market for sewage sludge, 75% water, WWT, WW from vegetable oil refinery",glo,market activity,7c625a36-951a-493d-815a-ef6bbeb8bf2d,"sewage sludge, 75% water, WWT, WW from vegetable oil refinery"
5121f8d6-ba92-5c29-ba53-366903eef6b5_66c93e71-f32b-4591-901c-55395db5c132,5121f8d6-ba92-5c29-ba53-366903eef6b5,"electricity production, nuclear, pressure water reactor",ch,ordinary transforming activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
c1bf69f8-57aa-5b61-a2f4-d8bb20a757cb_46df2ebd-bd0c-486b-abd3-cfe904195502,c1bf69f8-57aa-5b61-a2f4-d8bb20a757cb,zucchini production,glo,ordinary transforming activity,46df2ebd-bd0c-486b-abd3-cfe904195502,zucchini
a975f2ae-1ca4-5d81-bef8-395ac42d5379_521c93e2-96c4-52a2-91d8-ebbdf53ed51a,a975f2ae-1ca4-5d81-bef8-395ac42d5379,cobalt production,glo,ordinary transforming activity,521c93e2-96c4-52a2-91d8-ebbdf53ed51a,cobalt acetate
5eb28402-7aa2-511a-b7c0-203a4ce0c484_97738334-9717-482e-a2f6-ef77edf6e494,5eb28402-7aa2-511a-b7c0-203a4ce0c484,"treatment of residues, MSWI-WWT, WW from medium density board production, residual material landfill",row,ordinary transforming activity,97738334-9717-482e-a2f6-ef77edf6e494,"residues, MSWI-WWT, WW from medium density board production"
202dc985-e2ec-5387-ae3a-4556407f375c_592e0ff6-a7a8-4ad4-9f0a-139554ed4ce0,202dc985-e2ec-5387-ae3a-4556407f375c,market for boron trifluoride,glo,market activity,592e0ff6-a7a8-4ad4-9f0a-139554ed4ce0,boron trifluoride
01eb97ad-4091-5ee3-800e-5afb5d37fb71_22df1429-91c9-4d1e-a289-1deec0adc66d,01eb97ad-4091-5ee3-800e-5afb5d37fb71,"sugarcane processing, traditional annexed plant",row,ordinary transforming activity,22df1429-91c9-4d1e-a289-1deec0adc66d,"bagasse, from sugarcane"
655e4a95-5576-5208-b1d6-9cdb237d0c6e_6d2c81d0-5546-4bc3-a4f4-3e88606d539d,655e4a95-5576-5208-b1d6-9cdb237d0c6e,"fibreboard production, soft, from wet & dry processes",row,ordinary transforming activity,6d2c81d0-5546-4bc3-a4f4-3e88606d539d,"bark chips, wet, measured as dry mass"
e67596e4-3b53-5ee8-aec5-e1066e4a6746_0d860eb4-1a25-41b4-a821-81f5726d86e5,e67596e4-3b53-5ee8-aec5-e1066e4a6746,"market for barley grain, feed, organic",glo,market activity,0d860eb4-1a25-41b4-a821-81f5726d86e5,"barley grain, feed, organic"
913a0056-a72b-5b70-a7de-e439c8912be2_2a49d197-0efb-46ab-a6a7-d22cc5b93350,913a0056-a72b-5b70-a7de-e439c8912be2,"market for fibre cement facing tile, small format",glo,market activity,2a49d197-0efb-46ab-a6a7-d22cc5b93350,"fibre cement facing tile, small format"
9bf93508-5c5b-5e2b-9bb7-670959983633_5f281e36-7bea-464e-b77c-83befc5332ae,9bf93508-5c5b-5e2b-9bb7-670959983633,"market for weed control, by brush cutter, pasture",glo,market activity,5f281e36-7bea-464e-b77c-83befc5332ae,"weed control, by brush cutter, pasture"
ca45efc8-5c9c-55d1-8c20-8a20ee8cfdab_71e2f1db-a2c5-44d0-8337-dfff15be974d,ca45efc8-5c9c-55d1-8c20-8a20ee8cfdab,"heat production, straw, at furnace 300kW",row,ordinary transforming activity,71e2f1db-a2c5-44d0-8337-dfff15be974d,"heat, district or industrial, other than natural gas"
f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,f15e65b7-c7ab-50ba-b107-bf1e576ed39e,market for waste mineral oil,ch,market activity,1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil
68b341ac-80fa-5837-ab37-c5e7a62da3f9_3b6460f4-647a-483b-b67f-f912bef7e6fc,68b341ac-80fa-5837-ab37-c5e7a62da3f9,"photovoltaic laminate production, single-Si wafer",row,ordinary transforming activity,3b6460f4-647a-483b-b67f-f912bef7e6fc,"photovoltaic laminate, single-Si wafer"
91e22af4-c652-5695-89fc-171c0db8c567_a6f8b356-8096-4597-8d3a-0e8733d14c6a,91e22af4-c652-5695-89fc-171c0db8c567,"market for maintenance, tanker, for petroleum",glo,market activity,a6f8b356-8096-4597-8d3a-0e8733d14c6a,"maintenance, tanker, for petroleum"
7d53fa57-18ec-5ac2-971e-92565f229e31_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,7d53fa57-18ec-5ac2-971e-92565f229e31,"treatment of biowaste, municipal incineration with fly ash extraction",ch,ordinary transforming activity,45fbbc41-7ae9-46cc-bb31-abfa11e69de0,"heat, for reuse in municipal waste incineration only"
c8dc1d0b-05d5-52e6-ba9a-41c89f2564aa_479ce50b-7465-4ee0-ada2-81418055c725,c8dc1d0b-05d5-52e6-ba9a-41c89f2564aa,"market for mowing, by rotary mower",glo,market activity,479ce50b-7465-4ee0-ada2-81418055c725,"mowing, by rotary mower"
ff71a508-7084-54c2-9bff-fbd20adaffa4_af9351f4-34ee-48a2-a1df-da7ffa2875b5,ff71a508-7084-54c2-9bff-fbd20adaffa4,"furnace production, logs, hardwood storage area, 30kW",ch,ordinary transforming activity,af9351f4-34ee-48a2-a1df-da7ffa2875b5,"furnace, logs, hardwood storage area, 30kW"
93aef53a-857c-5f28-a697-daba387ca371_ba4b7781-39f2-465b-8d98-0bc1c4c82e61,93aef53a-857c-5f28-a697-daba387ca371,"transport, tractor and trailer, agricultural",ch,ordinary transforming activity,ba4b7781-39f2-465b-8d98-0bc1c4c82e61,"transport, tractor and trailer, agricultural"
9057f057-927a-5cfe-9954-efa7d4e558d7_6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5,9057f057-927a-5cfe-9954-efa7d4e558d7,market for wood wool,rer,market activity,6e4f1a58-c17a-4c76-aecc-3b5180d4f6b5,wood wool
b5496ede-26e9-5464-a152-d879e24c213c_6dff6412-4b37-4689-8187-f07be186feef,b5496ede-26e9-5464-a152-d879e24c213c,"limestone production, crushed, for mill",row,ordinary transforming activity,6dff6412-4b37-4689-8187-f07be186feef,"limestone, crushed, for mill"
09c2026f-7597-5f13-b44a-ca5bc6cb7572_ba0676c3-a315-4a6a-84e5-17472054edb1,09c2026f-7597-5f13-b44a-ca5bc6cb7572,"market for strontium sulfate, 90% SrSO4",glo,market activity,ba0676c3-a315-4a6a-84e5-17472054edb1,"strontium sulfate, 90% SrSO4"
120b7096-c6d2-5d5f-b8d4-bfae59bf16b8_2cd1cdb7-e6f8-438c-bdfd-d9c81c319622,120b7096-c6d2-5d5f-b8d4-bfae59bf16b8,"transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, cooling",glo,ordinary transforming activity,2cd1cdb7-e6f8-438c-bdfd-d9c81c319622,"transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, cooling"
0c77d230-b0eb-5f91-bf5d-ee656aa1ddca_a09f846f-9ebe-4c3e-aad2-dc411a40a27d,0c77d230-b0eb-5f91-bf5d-ee656aa1ddca,"market for maintenance, solid oxide fuel cell, 125kW electrical, future",glo,market activity,a09f846f-9ebe-4c3e-aad2-dc411a40a27d,"maintenance, solid oxide fuel cell, 125kW electrical, future"
d8b59dd5-0c7f-5bf8-a301-db8e7e05fc4b_f467c4d0-ea1c-4ae3-8d69-712598a0478a,d8b59dd5-0c7f-5bf8-a301-db8e7e05fc4b,"barley production, organic",ch,ordinary transforming activity,f467c4d0-ea1c-4ae3-8d69-712598a0478a,"barley grain, organic"
eae120d0-1a8d-5ff7-9d05-89441aec0a3c_77a99b6a-d84b-418b-a6c9-ca7b4a864991,eae120d0-1a8d-5ff7-9d05-89441aec0a3c,"fava bean production, organic",row,ordinary transforming activity,77a99b6a-d84b-418b-a6c9-ca7b4a864991,"fava bean, organic"
549f923d-7e09-514f-a9de-8fd6d6e73e16_5694c7ed-a76c-4b16-9a73-6fa48237423c,549f923d-7e09-514f-a9de-8fd6d6e73e16,sodium hydroxide to generic market for neutralising agent,glo,ordinary transforming activity,5694c7ed-a76c-4b16-9a73-6fa48237423c,"neutralising agent, sodium hydroxide-equivalent"
0de17cbd-2f5e-5ff3-aa8f-32ce8aec7197_302181f3-33eb-4e0d-bb42-c50474f2b402,0de17cbd-2f5e-5ff3-aa8f-32ce8aec7197,"market for sewage sludge, 97% water, WWT, condensate from light oil boiler",row,market activity,302181f3-33eb-4e0d-bb42-c50474f2b402,"sewage sludge, 97% water, WWT, condensate from light oil boiler"
038b8528-8875-51e3-8235-f5b7e14fdfb2_d0e5f559-5f1f-4228-b277-0848a1d49721,038b8528-8875-51e3-8235-f5b7e14fdfb2,"air filter production, decentralized unit, 180-250 m3/h",rer,ordinary transforming activity,d0e5f559-5f1f-4228-b277-0848a1d49721,"air filter, decentralized unit, 180-250 m3/h"
2f88b087-58fb-5eda-8555-6e9d0137ca71_e7a3abb3-289e-4246-b875-6aabe1a7ad79,2f88b087-58fb-5eda-8555-6e9d0137ca71,"market for compressed air, 1000 kPa gauge",row,market activity,e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air, 1000 kPa gauge"
fc721c79-788b-51fd-9130-e772516751e1_af6ea19f-be19-49fb-ad31-129d4e761a3a,fc721c79-788b-51fd-9130-e772516751e1,"packaging glass production, brown",de,ordinary transforming activity,af6ea19f-be19-49fb-ad31-129d4e761a3a,"packaging glass, brown"
810a5961-72fc-5f5e-a176-6d8e89bf5a8d_16fca750-330e-5aba-98f9-c87b3639c934,810a5961-72fc-5f5e-a176-6d8e89bf5a8d,"market for sewer grid, rural",glo,market activity,16fca750-330e-5aba-98f9-c87b3639c934,"sewer grid, rural"
b8bc1690-e318-5dc2-a8d1-c60f86a10797_e6c4c508-f95f-42e0-b0a7-78c703326f9c,b8bc1690-e318-5dc2-a8d1-c60f86a10797,polymer foaming,row,ordinary transforming activity,e6c4c508-f95f-42e0-b0a7-78c703326f9c,polymer foaming
a2236012-d136-5f03-ae3a-44da19fa92f9_51c7e57a-00b7-4412-b56c-94c17b211ee7,a2236012-d136-5f03-ae3a-44da19fa92f9,"epoxy resin production, liquid",row,ordinary transforming activity,51c7e57a-00b7-4412-b56c-94c17b211ee7,"epoxy resin, liquid"
006ec7c2-7c4c-5d73-b6dd-261458467e8d_d187adaf-a08d-4f75-a1ba-bb46c4597f45,006ec7c2-7c4c-5d73-b6dd-261458467e8d,"powder coating, steel",rer,ordinary transforming activity,d187adaf-a08d-4f75-a1ba-bb46c4597f45,"powder coat, steel"
ee2271af-3a10-584f-b168-d6abbad2759b_c4e028dc-33a3-4fb1-b0d7-08d0d1242d71,ee2271af-3a10-584f-b168-d6abbad2759b,"market for fibre and fabric waste, polyester",glo,market activity,c4e028dc-33a3-4fb1-b0d7-08d0d1242d71,"fibre and fabric waste, polyester"
a04daae4-a717-57b8-b3c7-33d13ba48bba_3317126a-4dd7-4047-9ccf-163f94382c94,a04daae4-a717-57b8-b3c7-33d13ba48bba,"transport, freight, aircraft, dedicated freight, long haul",glo,ordinary transforming activity,3317126a-4dd7-4047-9ccf-163f94382c94,"transport, freight, aircraft, long haul"
9071e786-c5a4-50ae-b427-ec74d67598a9_d69294d7-8d64-4915-a896-9996a014c410,9071e786-c5a4-50ae-b427-ec74d67598a9,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted",de,ordinary transforming activity,d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage"
373b45dd-1809-5769-8bcd-e55fb9317a8e_817fa2e4-cb4c-49bb-b52f-eac84d1053ff,373b45dd-1809-5769-8bcd-e55fb9317a8e,"market for waste mineral wool, for final disposal",row,market activity,817fa2e4-cb4c-49bb-b52f-eac84d1053ff,"waste mineral wool, for final disposal"
64a26063-bcb0-5480-a5d5-54b49d35e0f9_7c4dafff-fe18-45c0-92e4-857950032abb,64a26063-bcb0-5480-a5d5-54b49d35e0f9,nutrient supply from potassium chloride sludge,glo,ordinary transforming activity,7c4dafff-fe18-45c0-92e4-857950032abb,"inorganic potassium fertiliser, as K2O"
56160ac0-16f7-5349-b3d6-c87cf0c3fa53_5ea7c443-2d00-4e22-98c5-467eead3ca3e,56160ac0-16f7-5349-b3d6-c87cf0c3fa53,"market for sewage sludge, 97% water, WWT, WW from black chrome coating",row,market activity,5ea7c443-2d00-4e22-98c5-467eead3ca3e,"sewage sludge, 97% water, WWT, WW from black chrome coating"
1013ab31-66e9-5e4e-917a-5b3f4942f6eb_66c93e71-f32b-4591-901c-55395db5c132,1013ab31-66e9-5e4e-917a-5b3f4942f6eb,"electricity production, hydro, pumped storage",fr,ordinary transforming activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
24b0795c-ae4b-5f28-a11f-5101d5c5f163_623807b1-021b-4658-a6d8-edf65168b37f,24b0795c-ae4b-5f28-a11f-5101d5c5f163,"market for housing system, pig, fully-slatted floor, per pig place",glo,market activity,623807b1-021b-4658-a6d8-edf65168b37f,"housing system, pig, fully-slatted floor, per pig place"
5072ce62-1331-552b-bd21-da08df75cf27_27ceda8d-f3ba-4093-8c65-36c7d507c1d3,5072ce62-1331-552b-bd21-da08df75cf27,"silicon production, single crystal, Czochralski process, photovoltaics",rer,ordinary transforming activity,27ceda8d-f3ba-4093-8c65-36c7d507c1d3,"silicon, single crystal, Czochralski process, photovoltaics"
891891b5-a18e-50ac-9915-9025ada8879a_c20abae4-7760-45ef-922d-1591dd98e12c,891891b5-a18e-50ac-9915-9025ada8879a,pumice quarry operation,de,ordinary transforming activity,c20abae4-7760-45ef-922d-1591dd98e12c,pumice
e9c4e3e7-1bc0-561f-8794-34cf9021adc7_6b1b5ebf-b850-4c23-9a43-7208d4347d31,e9c4e3e7-1bc0-561f-8794-34cf9021adc7,"treatment of zinc in car shredder residue, municipal incineration",ch,ordinary transforming activity,6b1b5ebf-b850-4c23-9a43-7208d4347d31,zinc in car shredder residue
2173a3f5-bd91-51de-b86a-6dd65522326a_1d8ac54e-4172-42c0-9d0e-97ab25363722,2173a3f5-bd91-51de-b86a-6dd65522326a,market for dinitrogen tetroxide,glo,market activity,1d8ac54e-4172-42c0-9d0e-97ab25363722,dinitrogen tetroxide
6d6cff9a-6180-581c-8579-3b70b0095593_cad59ac2-7c38-4f39-a477-f142baa4e203,6d6cff9a-6180-581c-8579-3b70b0095593,"market for rutile, 95% titanium dioxide",glo,market activity,cad59ac2-7c38-4f39-a477-f142baa4e203,"rutile, 95% titanium dioxide"
7054e95c-5168-5bb9-b7e2-771de3f0b832_b963f477-4957-46ca-a791-a83e0883cf51,7054e95c-5168-5bb9-b7e2-771de3f0b832,"heat and power co-generation unit construction, 6400kW thermal, components for electricity only",row,ordinary transforming activity,b963f477-4957-46ca-a791-a83e0883cf51,"heat and power co-generation unit, 6400kW thermal, components for electricity only"
01ee4d4d-ce65-59b4-a130-3c9d56a7aa48_903f9c06-b73e-466b-967e-e43998d36404,01ee4d4d-ce65-59b4-a130-3c9d56a7aa48,market for fibre cement roof slate,glo,market activity,903f9c06-b73e-466b-967e-e43998d36404,fibre cement roof slate
f880264b-ca9a-5583-b6da-1cf0e1379af4_fe44c27b-67ca-45aa-82c8-a7fea7e5b330,f880264b-ca9a-5583-b6da-1cf0e1379af4,"wood preservation, spray tunnel/deluging, water-based preservative, outdoor use, no ground contact",row,ordinary transforming activity,fe44c27b-67ca-45aa-82c8-a7fea7e5b330,"wood preservation, spray tunnel/deluging, water-based, outdoor use, no ground contact"
f9581ecc-b221-5537-82d7-6ca0e05666d9_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,f9581ecc-b221-5537-82d7-6ca0e05666d9,"operation, solar collector system, evacuated tube collector, one-family house, for combined system",row,ordinary transforming activity,dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,"heat, central or small-scale, other than natural gas"
d2409a29-3b57-5755-86e6-6b4f5614b27d_d0694438-aa88-45bc-9ddf-190edb11692c,d2409a29-3b57-5755-86e6-6b4f5614b27d,"market for wheat seed, Swiss integrated production, for sowing",ch,market activity,d0694438-aa88-45bc-9ddf-190edb11692c,"wheat seed, Swiss integrated production, for sowing"
0bf3732e-022f-5940-ad1b-39c46cc918ca_239ebf12-7803-4577-8178-b63b249845da,0bf3732e-022f-5940-ad1b-39c46cc918ca,"thermoforming, with calendering",row,ordinary transforming activity,239ebf12-7803-4577-8178-b63b249845da,"thermoforming, with calendering"
1fd079b0-5bfa-50fb-8159-58ee13b1c729_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,1fd079b0-5bfa-50fb-8159-58ee13b1c729,"treatment of sewage sludge, 75% water, WWT, WW from particle board production, sanitary landfill",rer,ordinary transforming activity,759b89bd-3aa6-42ad-b767-5bb9ef5d331d,"electricity, medium voltage"
5f168436-a7cc-5cdc-93a6-4d8482a08a3b_a007939f-f418-4ec7-89ee-bd64967e2f83,5f168436-a7cc-5cdc-93a6-4d8482a08a3b,palm oil refinery operation,glo,ordinary transforming activity,a007939f-f418-4ec7-89ee-bd64967e2f83,"palm oil, refined"
017df946-3f01-565b-a343-a780dfdb2206_ec01f68a-26e7-4b03-a08a-99e3d35c7b69,017df946-3f01-565b-a343-a780dfdb2206,"treatment of used powertrain, electric scooter, manual dismantling",glo,ordinary transforming activity,ec01f68a-26e7-4b03-a08a-99e3d35c7b69,"used powertrain, electric scooter"
281fd85b-0acf-5c0c-a404-080f2ac61aea_fc610554-63c4-4d89-a480-e91740313aa8,281fd85b-0acf-5c0c-a404-080f2ac61aea,market for anode refinery,glo,market activity,fc610554-63c4-4d89-a480-e91740313aa8,anode refinery
8c3a915b-f75e-587f-8bdf-521554aa336b_5357a067-f798-46fb-97b0-fa18f723341b,8c3a915b-f75e-587f-8bdf-521554aa336b,"treatment of waste reinforced concrete, sorting plant",row,ordinary transforming activity,5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete
7bc468e9-1030-5ba0-a868-bd52c7c6907e_18eadf40-089b-441a-b868-5d07e9449992,7bc468e9-1030-5ba0-a868-bd52c7c6907e,"water works construction, capacity 1.1E10l/year, conventional treatment",row,ordinary transforming activity,18eadf40-089b-441a-b868-5d07e9449992,"water works, capacity 1.1E10l/year"
0e47b94a-b8fa-5b94-a576-bd67dd941e12_19e2686b-ad4b-4fd8-87ca-8622a7896528,0e47b94a-b8fa-5b94-a576-bd67dd941e12,"impact extrusion of aluminium, 1 stroke",row,ordinary transforming activity,19e2686b-ad4b-4fd8-87ca-8622a7896528,"impact extrusion of aluminium, 1 stroke"
f7e64fb7-17f2-598c-8dd6-9ce1ff477c83_983506df-48dd-4232-9c8e-ddd2c69d9133,f7e64fb7-17f2-598c-8dd6-9ce1ff477c83,"treatment of sewage sludge, 97% water, WWT, WW from concrete production, landfarming",row,ordinary transforming activity,983506df-48dd-4232-9c8e-ddd2c69d9133,"sewage sludge, 97% water, WWT, WW from concrete production"
1c4c92b6-1084-58ad-931c-2dec82e59fd6_c1124b0d-32c9-42f4-a123-b48e6ebd2dc5,1c4c92b6-1084-58ad-931c-2dec82e59fd6,"market for fuel cell, stack solid oxide, 125kW electrical, future",glo,market activity,c1124b0d-32c9-42f4-a123-b48e6ebd2dc5,"fuel cell, stack solid oxide, 125kW electrical, future"
1f1fdd04-cafd-5602-ae66-48b077f0351b_c0592431-d7dc-5f38-98b1-d774772eadf2,1f1fdd04-cafd-5602-ae66-48b077f0351b,lauric diethanolamide production,glo,ordinary transforming activity,c0592431-d7dc-5f38-98b1-d774772eadf2,lauric diethanolamide
0d9d1001-6635-51b9-bc24-470161f83e97_23fccced-e1e5-421d-9abe-5b59c51a862e,0d9d1001-6635-51b9-bc24-470161f83e97,"market for nickel, class 1",glo,market activity,23fccced-e1e5-421d-9abe-5b59c51a862e,"nickel, class 1"
72d94f29-f655-53d4-8d86-c9912bc8d1da_d67dd10d-a233-433b-9111-76df6834074b,72d94f29-f655-53d4-8d86-c9912bc8d1da,"paper production, woodcontaining, supercalendered",row,ordinary transforming activity,d67dd10d-a233-433b-9111-76df6834074b,"paper, woodcontaining, supercalendered"
945c0371-5b0f-565b-8c77-326b96e07806_5c77149d-00f4-4d78-9977-7b6eb2e89411,945c0371-5b0f-565b-8c77-326b96e07806,"market for used room-connecting overflow element steel, approx. 40 m3/h",ch,market activity,5c77149d-00f4-4d78-9977-7b6eb2e89411,"used room-connecting overflow element steel, approx. 40 m3/h"
938f1627-68b4-50f8-9eee-7b722a0bff5c_83fb3a46-38a1-4bda-a0b7-c5f9b3eefe19,938f1627-68b4-50f8-9eee-7b722a0bff5c,"uranium fuel element production, enriched 4%, for light water reactor",de,ordinary transforming activity,83fb3a46-38a1-4bda-a0b7-c5f9b3eefe19,"uranium, enriched 4%, in fuel element for light water reactor"
531d7e3c-3505-57ab-9502-02e6e29795c6_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,531d7e3c-3505-57ab-9502-02e6e29795c6,"treatment of sewage sludge, 75% water, WWT, WW from CRT production, sanitary landfill",glo,ordinary transforming activity,759b89bd-3aa6-42ad-b767-5bb9ef5d331d,"electricity, medium voltage"
9a0c6140-5a9c-5388-a7e9-c89b3264ed1a_ff002d3b-b2e9-45f0-b34e-0130ffbbcf3c,9a0c6140-5a9c-5388-a7e9-c89b3264ed1a,"polyurethane production, flexible foam, MDI-based",rer,ordinary transforming activity,ff002d3b-b2e9-45f0-b34e-0130ffbbcf3c,"polyurethane, flexible foam"
c83d182d-9254-54e7-870e-cc590b3117d0_60868859-3e43-4bec-99f4-c704995ac437,c83d182d-9254-54e7-870e-cc590b3117d0,"maintenance, goods wagon",rer,ordinary transforming activity,60868859-3e43-4bec-99f4-c704995ac437,"maintenance, goods wagon"
496aa1b5-ef9a-59ea-b459-3efdb0e6b8fa_e0b59b4c-31bc-4151-b5b3-7bb5e1641ded,496aa1b5-ef9a-59ea-b459-3efdb0e6b8fa,"foam glass production, without cullet",glo,ordinary transforming activity,e0b59b4c-31bc-4151-b5b3-7bb5e1641ded,foam glass
1ba65a3e-3e14-5238-a95a-5bec05f9b1ff_947a85fa-114e-4d9e-b36c-3293e48ea5ae,1ba65a3e-3e14-5238-a95a-5bec05f9b1ff,"polyethylene production, low density, granulate",row,ordinary transforming activity,947a85fa-114e-4d9e-b36c-3293e48ea5ae,"polyethylene, low density, granulate"
a91ea225-ae9d-5945-bb57-a730c65dd330_66c93e71-f32b-4591-901c-55395db5c132,a91ea225-ae9d-5945-bb57-a730c65dd330,"treatment of coal gas, in power plant",nl,ordinary transforming activity,66c93e71-f32b-4591-901c-55395db5c132,"electricity, high voltage"
