categories_id,group,ep_sector,ep_subsector,tilt_sector,tilt_subsector
a6c8124b34255150464c65700d587bb18a1f0ed4,glass_construction_materials,construction_materials,slabs_concrete,Construction,Construction Buildings
670bfba4724e757f49f8cf3def1a2b75584800ac,glass_construction_materials,construction_materials,tar_and_asphalt_construction_materials,Construction,Construction Buildings
de30283e0a8e28a08aff3e1fe7c758238610e5a5,glass_construction_materials,construction_materials,water_repellent_products,Construction,Construction Buildings
043706737a3f3252545919d2a180980fd28625da,glass_construction_materials,construction_materials,waterproofing_construction_products,Construction,Construction Buildings
4275399e86e81941619a100bdbc2b172252ed159,glass_construction_materials,construction_materials,fibre_cement_products,Construction,Construction Buildings
187a191a2165b28a4190d69b8c74913d714d89d7,glass_construction_materials,construction_materials,firestone,Construction,Construction Buildings
8671596b6249312fd55a372580ed79887147b947,glass_construction_materials,construction_materials,flame_retardant_construction_materials,Construction,Construction Buildings
b463029eff7d5618dfbfa4f73e71bb383b7f5124,glass_construction_materials,construction_materials,floor_building_units_hollow_concrete,Construction,Construction Buildings
164f1e31bc894b38fe228a70e9c98527443d1d9f,glass_construction_materials,construction_materials,flooring_prefabricated_concrete,Construction,Construction Buildings
225fd3669b28f342d8e9b6916fa030e3faa5bc27,glass_construction_materials,construction_materials,granolithic_concrete,Construction,Construction Buildings
