Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
8467d006-4a78-54b8-8a1a-299e4bfe549d_d1e72526-546c-48f2-a363-e1e3b1c9aebc,"market for electronic component, active, unspecified",GLO,"electronic component, active, unspecified",glo
6b818990-a3df-5d4d-a22b-12b1fdb1ff60_fb0d9104-ba62-5c7b-8f4f-a0201435dfa7,"market for electronic component, passive, mobile, earpiece and speaker",GLO,"electronic component, passive, mobile, earpiece and speaker",glo
f5fd40cc-7587-59d0-a10a-fb897ba6b82b_4e252b55-fb08-4447-8391-d09e8bbb0238,"market for electronic component, passive, unspecified",GLO,"electronic component, passive, unspecified",glo
1faa5c84-cd84-509f-858b-5cc2b2fca4b8_13534fe4-363f-4306-9f67-9d3ca1140e58,market for electronics scrap,GLO,electronics scrap,glo
056aecf8-8de5-51fd-a79c-7f1643f152b9_15442876-adcd-4acd-8f5b-bfca7ecab125,market for electronics scrap from control units,GLO,electronics scrap from control units,glo
7bae3e9d-9e33-5c71-b432-bbc6f33b214f_245732f4-a5ce-4881-816b-a207ba8df4c8,"market for electronics, for control units",GLO,"electronics, for control units",glo
c00901d7-3047-5086-bcd5-1e8785b66df0_8db93acf-cb88-4744-8a2f-7812e173e4d0,market for electrostatic paint,GLO,electrostatic paint,glo
abca6155-381e-5d80-8ce9-511bbb599036_b4cbfdca-29f0-4a59-8c59-47777a13e628,"market for elevator, hydraulic",GLO,"elevator, hydraulic",glo
f76d6a3b-18c3-5d8e-8249-e7e1bdc877bc_eb885ff3-76d1-4f8b-91d2-24640fef1cba,market for enamelling,GLO,enamelling,glo
967fd979-177a-5f50-89d8-867b7ecc151d_6eb8dc11-5ac4-4538-a1f1-95463b640ea5,"market for energy and auxilliary inputs, metal working factory",RoW,"energy and auxilliary inputs, metal working factory",row
81883e37-b82d-5eba-96b4-2c5795fb8478_6eb8dc11-5ac4-4538-a1f1-95463b640ea5,"market for energy and auxilliary inputs, metal working factory",RER,"energy and auxilliary inputs, metal working factory",rer
959b3c99-fb9c-5764-8aad-03e1cf2f307a_7c0ab4ca-e778-44c1-a33d-c26466d32c1a,"market for energy and auxilliary inputs, metal working machine",RoW,"energy and auxilliary inputs, metal working machine",row
29a770a2-b4d9-5c6a-bed8-e7744631b6ef_7c0ab4ca-e778-44c1-a33d-c26466d32c1a,"market for energy and auxilliary inputs, metal working machine",RER,"energy and auxilliary inputs, metal working machine",rer
405a4e95-59f9-5299-af15-be063b2cf5a3_7cb72345-4338-4f2d-830f-65bba3530fdb,"market for energy feed, gross",RoW,"energy feed, gross",row
0e0c7bc6-cb63-5a0f-a46e-41c836eb1881_640f24e5-1f45-4aa2-b306-e8cca907034d,"market for energy requirement for assembly of heat and power co-generation unit, 160kW electrical",GLO,"energy requirement for assembly of heat and power co-generation unit, 160kW electrical",glo
5fa6a72a-d529-52ea-af21-52c0976dd8af_c1d6d100-e442-4e1e-a307-4c5afb894a4c,market for energy saving,GLO,energy saving,glo
4aa29dbd-7ac4-5bcf-88cb-fbf90fc32d90_d9931b4a-3621-4141-b47f-1073a83f6887,"market for energy use, electric bicycle",GLO,"energy use, electric bicycle",glo
62f3a1f5-79ab-509b-9cb1-2226cb91f648_1873d261-bf81-410d-9dfc-178afc6523fe,"market for energy use, electric bicycle, electricity from renewable energy products",GLO,"energy use, electric bicycle, electricity from renewable energy products",glo
ce0a896f-9fc6-5d59-b3a9-b453e095644f_0f55448c-4f2b-41b2-8da1-2577a98202ac,market for energy wood harvester,GLO,energy wood harvester,glo
6bdcee45-1a33-5201-8842-02aedb194632_7508d508-137d-4dd4-9353-a38465917991,"market for enriched uranium, 4.2%",GLO,"enriched uranium, 4.2%",glo
3877c9ac-8198-5898-a55e-9dea7737ba45_b9e7503c-58d1-436d-bc16-6f7d09efffd7,market for enzymes,GLO,enzymes,glo
8263ba83-edda-5d11-9d0c-076894edb5ee_55918c79-1454-4ce3-9c06-a09b4e3e224b,market for epichlorohydrin,GLO,epichlorohydrin,glo
b5632750-d14d-59ed-9eca-c2c2f0b96e81_d3392d17-8ac2-4a74-b8e8-c1b2e6784d3e,"market for epoxy resin insulator, Al2O3",GLO,"epoxy resin insulator, Al2O3",glo
f8ea105d-5d59-5bcf-ac10-f0c66347369f_28a57559-b4f7-47f3-8576-175a4682542d,"market for epoxy resin insulator, SiO2",GLO,"epoxy resin insulator, SiO2",glo
b2f45e60-786c-5d39-a2ad-0c1c0aab6996_51c7e57a-00b7-4412-b56c-94c17b211ee7,"market for epoxy resin, liquid",RoW,"epoxy resin, liquid",row
ea39941b-639c-5c1a-ae80-ef0186a646c1_51c7e57a-00b7-4412-b56c-94c17b211ee7,"market for epoxy resin, liquid",RER,"epoxy resin, liquid",rer
e33aef4e-eb9e-5061-a7fd-e023c0e17cc6_e8e6fc47-a074-5f74-ab66-270ebe4e0f25,market for erbium oxide,GLO,erbium oxide,glo
e28514c0-7e5a-5a20-a9e9-aade9a60d8ec_0b0ceb4f-24d2-4245-a155-925b136eb55c,market for establishing orchard,GLO,establishing orchard,glo
072e12fe-1b39-59c2-a9ed-c808f1d627fa_b078cbaa-e4d8-49a0-afc7-78768258e79b,market for esterquat,RoW,esterquat,row
9067409a-39a7-57ad-9853-7e70b86c4710_b078cbaa-e4d8-49a0-afc7-78768258e79b,market for esterquat,RER,esterquat,rer
04a0840f-c328-50fd-80fe-028cfce0d2ec_ece340ed-eced-4f6d-afed-fc47e3f8edd3,market for esters of versatic acid,RoW,esters of versatic acid,row
bcb1d834-0610-57a0-af61-5a2ab23a8e66_ece340ed-eced-4f6d-afed-fc47e3f8edd3,market for esters of versatic acid,RER,esters of versatic acid,rer
6db721e3-1df7-5404-bb75-0fe2df9f066d_88b55703-3dd1-44c5-8a55-3d89d5019e5d,market for ethane,GLO,ethane,glo
744ac92b-cae3-5a63-ab89-be745f245385_725cbdbd-cdb2-484b-9363-2c6facb2ab4b,market for ethanol fermentation plant,GLO,ethanol fermentation plant,glo
69c1ebf7-7af9-5e34-a252-143a44128f50_ffcb8cbb-77ab-4f87-8a94-87ca5b8ea79e,"market for ethanol, without water, in 95% solution state, from fermentation",RoW,"ethanol, without water, in 95% solution state, from fermentation",row
7e88928c-3785-52de-8063-fa2af02c0035_3a0d77a5-6488-4977-966a-731350be864a,"market for ethanol, without water, in 99.7% solution state, from ethylene",RoW,"ethanol, without water, in 99.7% solution state, from ethylene",row
0c5a07ca-a743-5892-be0d-9e8f6b3fe615_3a0d77a5-6488-4977-966a-731350be864a,"market for ethanol, without water, in 99.7% solution state, from ethylene",RER,"ethanol, without water, in 99.7% solution state, from ethylene",rer
04ed751c-8524-5238-98d4-e985c4211836_508155f4-0601-4a0b-be0f-9ac7d558605a,"market for ethanol, without water, in 99.7% solution state, from fermentation",GLO,"ethanol, without water, in 99.7% solution state, from fermentation",glo
96074995-0a22-58c8-90ed-9532eb8823d2_49a76d5c-6960-454d-a0ad-1331411fc371,"market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",CH,"ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",ch
0a5fb02c-8c5e-5527-b781-593c4150fb7b_49a76d5c-6960-454d-a0ad-1331411fc371,"market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",RoW,"ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",row
ab245932-328c-53fe-86bb-a6099edcb415_fe80dfb0-af8f-5d26-ab11-98583859b48f,market for ethephon,GLO,ethephon,glo
441cbc26-d5cb-5142-a276-0cc0e0c36f58_f8546b9e-d490-4fd7-9640-98be61866bce,market for ethoxylated alcohol (AE11),GLO,ethoxylated alcohol (AE11),glo
8ee8a37a-0d39-5e5b-9abf-ec3b114cca40_1ff7f238-0259-4b52-8c62-503a50be5a46,market for ethoxylated alcohol (AE3),RoW,ethoxylated alcohol (AE3),row
b9f51a22-ead2-5a36-965f-d1893b7c894e_1ff7f238-0259-4b52-8c62-503a50be5a46,market for ethoxylated alcohol (AE3),RER,ethoxylated alcohol (AE3),rer
02e84d13-83ee-589f-ac49-f6c8b0e14141_ee02b2e7-9c42-4fe3-904b-2a4a6f221656,market for ethoxylated alcohol (AE7),RoW,ethoxylated alcohol (AE7),row
75860312-6302-55fe-b121-c5ecec866f54_ee02b2e7-9c42-4fe3-904b-2a4a6f221656,market for ethoxylated alcohol (AE7),RER,ethoxylated alcohol (AE7),rer
c6b1fcb8-8eee-5830-8bc3-565d2964305f_845fe303-3db0-5359-8603-baae6d4bf6e0,market for ethoxylated alcohol (AE>20),GLO,ethoxylated alcohol (AE>20),glo
fe905986-0426-5da6-aa99-6c7fdd09df50_1a71f77c-edaa-4365-a192-f54ac538d033,market for ethyl acetate,GLO,ethyl acetate,glo
29c91b16-bae5-535d-bd25-a7023751ee6c_c17913f3-7fcb-4c75-823f-32c9ff843f43,market for ethyl benzene,RoW,ethyl benzene,row
a18f37cd-7d4c-565d-a567-40e7b1393688_c17913f3-7fcb-4c75-823f-32c9ff843f43,market for ethyl benzene,RER,ethyl benzene,rer
0538ffc2-5728-5ffd-a6f3-aa40ebc69624_a4121974-327a-4535-b3a1-deabb72bff2c,market for ethyl tert-butyl ether,GLO,ethyl tert-butyl ether,glo
31fe8440-1675-5d6e-b3ea-cc82cdea2d05_f62099af-2f69-4a09-b3b3-bfea04cf46cd,market for ethylamine,GLO,ethylamine,glo
56e30485-2222-5c96-8d16-2cf11707986a_44e8a892-3178-4352-a898-722e68990fe9,market for ethylene,RoW,ethylene,row
15447c8e-80a8-52ab-844a-0de035275625_44e8a892-3178-4352-a898-722e68990fe9,market for ethylene,RER,ethylene,rer
a997f5df-2b7d-5234-829f-0ebd62dd3f07_b8d5c3e7-0342-4048-8f15-bc1954e60cb8,market for ethylene bromide,RoW,ethylene bromide,row
aff43554-8e40-5dd4-91d4-4b7e34236306_b8d5c3e7-0342-4048-8f15-bc1954e60cb8,market for ethylene bromide,RER,ethylene bromide,rer
e5acff9d-5c5c-584f-be2c-6adc794028f8_2974c2fd-d35b-4d8b-9919-6e3996ba2674,market for ethylene carbonate,GLO,ethylene carbonate,glo
fa56be60-bd0a-5a79-b141-378ad3da9ab9_18bebcb5-572f-433d-95aa-282cc3ada6e2,market for ethylene diamine,RoW,ethylene diamine,row
7b0187a2-bc58-5f51-929e-9c64785cb130_18bebcb5-572f-433d-95aa-282cc3ada6e2,market for ethylene diamine,RER,ethylene diamine,rer
fffee1f5-12b7-5ed9-9ac0-0b28011da5a9_26dda6c0-2ad5-4710-92f0-81c599840472,market for ethylene dichloride,RoW,ethylene dichloride,row
145d5f09-14d3-55bb-83d4-5662565df408_26dda6c0-2ad5-4710-92f0-81c599840472,market for ethylene dichloride,RER,ethylene dichloride,rer
4bbeb014-ddc6-510f-afbe-8a98ab442bc5_4052f31f-cd94-4b86-b075-210914586a0f,market for ethylene glycol,RoW,ethylene glycol,row
81ecbfab-76bb-59a0-9ff2-73c972ce5ade_4052f31f-cd94-4b86-b075-210914586a0f,market for ethylene glycol,RER,ethylene glycol,rer
2236498d-37fe-50f7-8f83-0311e232497c_ff1053a2-b4b5-405f-8b28-1899a64b1f28,market for ethylene glycol diethyl ether,GLO,ethylene glycol diethyl ether,glo
11015d28-81a8-5807-ac8b-d75c8d5f8a2f_85db2f1d-09aa-4171-a852-211e21ff9f2b,market for ethylene glycol dimethyl ether,GLO,ethylene glycol dimethyl ether,glo
4bda357a-8fac-56d5-a91a-3986efbdff19_d9da5528-0582-45ce-84d3-9f3e0b644df2,market for ethylene glycol monoethyl ether,RoW,ethylene glycol monoethyl ether,row
077aa9bc-96c7-5581-a2f0-ec19e81df353_d9da5528-0582-45ce-84d3-9f3e0b644df2,market for ethylene glycol monoethyl ether,RER,ethylene glycol monoethyl ether,rer
549a3987-6ead-5b02-a506-e5172935da80_48396be2-470c-4a6a-b858-bec336a26b38,market for ethylene oxide,RoW,ethylene oxide,row
52eeb02a-f658-5e7c-b06f-3dba84cd335f_48396be2-470c-4a6a-b858-bec336a26b38,market for ethylene oxide,RER,ethylene oxide,rer
bbcfc6a5-27a0-5e15-9634-e768015a38b7_e6406c60-b8cf-4ee5-af0b-df43c146018c,market for ethylene vinyl acetate copolymer,RoW,ethylene vinyl acetate copolymer,row
6fedc803-4551-5a8f-815b-c9adabb03cbb_e6406c60-b8cf-4ee5-af0b-df43c146018c,market for ethylene vinyl acetate copolymer,RER,ethylene vinyl acetate copolymer,rer
c728d846-1a95-5a2a-b33c-1208dbf89e29_4e735e76-09eb-493b-87b9-e22d9550e4ad,"market for ethylvinylacetate, foil",GLO,"ethylvinylacetate, foil",glo
54da2663-c778-53f7-b719-8af1d4453997_e8f942ff-7b62-4639-ac4a-f922c74c151c,"market for eucalyptus seedling, for planting",GLO,"eucalyptus seedling, for planting",glo
e904bdd2-c8a9-524d-aed9-ad95145f7a3a_7c07ff4e-f03c-57a6-beee-7d6c2867b75f,market for europium oxide,GLO,europium oxide,glo
87673ad3-1b9d-5400-9d4b-3d43fca8d265_e17273df-be44-4246-b0a6-c4bfa8ae262b,market for evacuated tube collector,GLO,evacuated tube collector,glo
fd98cd03-3a9d-5cd7-a83e-b85b0bdc743d_78b3da46-af34-4517-a952-cb828f76e1c2,market for evaporation of milk,GLO,evaporation of milk,glo
84e44b58-cf64-55d7-a83c-30316eaf2f81_0c826417-e870-4c43-95c4-b38ff2ff47d2,"market for excavation, hydraulic digger",GLO,"excavation, hydraulic digger",glo
471dd7b7-365a-5e67-aaa8-25ece18e9355_d67e647c-1f74-4961-81c0-5b144f1ca082,"market for excavation, skid-steer loader",GLO,"excavation, skid-steer loader",glo
81afdf3e-dd70-5c57-b9f3-e3bda88ac172_c277a8c6-ed92-48f1-94eb-d3756ccd4025,"market for exhaust air outlet, steel/aluminium, 85x365 mm",GLO,"exhaust air outlet, steel/aluminium, 85x365 mm",glo
7ed48edb-f3b5-5cd2-9191-a43a8ecff05d_07b011dc-4f15-4954-8791-f24aa55616de,"market for exhaust air roof hood, steel, DN 400",GLO,"exhaust air roof hood, steel, DN 400",glo
861f2e47-61ef-508c-8e95-2bde31bc8924_a828014d-70de-4b8d-9ba6-5005a84af7b5,"market for exhaust air valve, in-wall housing, plastic/steel, DN 125",GLO,"exhaust air valve, in-wall housing, plastic/steel, DN 125",glo
bcb43e58-d054-5144-ae72-5ec369986ee6_6968a565-8132-49c4-b3ff-1d0865af0fdc,market for expanded clay,GLO,expanded clay,glo
39da4e6a-2ea8-588a-b717-6a578352ccb3_cd27db73-0bae-4afa-a11a-e62153d7594b,market for expanded perlite,GLO,expanded perlite,glo
86ec5655-d3bf-5efc-85e3-faecffe6c2da_3f667976-b486-4a60-a9ce-ab972e437fe3,market for expanded vermiculite,GLO,expanded vermiculite,glo
d5d76d3c-8e7e-51b3-a388-e01ae29611e1_ce62eef5-8398-4149-9418-5bff3cad94ec,"market for expansion vessel, 25l",GLO,"expansion vessel, 25l",glo
195abcb9-f459-5915-82dc-af65fb114651_dbb769a5-c5ed-41ff-bbf3-5f35030cdad7,"market for expansion vessel, 80l",GLO,"expansion vessel, 80l",glo
1e6b4f5b-4dc8-53fc-abe1-f59c54de6e46_b14de8f8-490f-40d5-9b13-0d8f7487cf80,"market for explosive, tovex",GLO,"explosive, tovex",glo
626707aa-e834-501e-a5c7-1beee32866d7_35acd9b5-a505-4019-a044-602d75c177cc,market for explosives factory,GLO,explosives factory,glo
b1ed0579-8f1a-5298-b55b-32c339ae9c57_c5638b4f-3c4b-4874-9188-644d52be12bc,"market for extrusion of plastic sheets and thermoforming, inline",GLO,"extrusion of plastic sheets and thermoforming, inline",glo
663d69fb-20ef-5914-8934-afd57d593bb2_575d9e48-c61d-4f6f-b765-dac7e8665547,"market for extrusion, co-extrusion",GLO,"extrusion, co-extrusion",glo
8c8376f7-a083-5c26-b057-7d9d165458eb_579049d0-3db8-4496-a234-2f61ed28a72b,"market for extrusion, plastic film",GLO,"extrusion, plastic film",glo
5a6f4eed-29bb-5809-b167-86177a186a15_406ae9de-8894-4c8b-a601-40b7e849b66d,"market for extrusion, plastic pipes",GLO,"extrusion, plastic pipes",glo
e262c002-ca76-5c60-ad75-f0fbd4b87774_ba74648d-a5fd-4d4b-8a64-8087bc72ff3b,"market for fan, for power supply unit, desktop computer",GLO,"fan, for power supply unit, desktop computer",glo
b45d87d3-d44d-50d1-bb67-a3403d9903fb_4aeb3a6c-81f4-4f6e-80b6-797b812e0792,market for fatty acid,GLO,fatty acid,glo
5efd216c-9009-5c81-beb4-438321b68992_4bc66efe-f91b-48e5-9a26-07e383d47e80,market for fatty acid methyl ester,RoW,fatty acid methyl ester,row
7a7e8ff7-adaf-56ad-a1d0-cca773dfd800_a4440cda-ba49-464a-abf5-7e4c8d186b8b,market for fatty alcohol,GLO,fatty alcohol,glo
c16972f7-a954-57ee-8bf9-2c57ae4ea8af_b12f4334-c80b-4d8f-af9c-284adbe7173e,market for fatty alcohol sulfate,GLO,fatty alcohol sulfate,glo
d7347771-2a8a-512b-8746-e15cfdf3652d_1f097a0f-753b-501f-b9d5-df766bc97660,market for fava bean,GLO,fava bean,glo
f78b28c6-9e62-598d-9eb9-980706608048_cce0394a-7dae-4a38-82ae-c32272b806b8,"market for fava bean seed, for sowing",GLO,"fava bean seed, for sowing",glo
fbde00d0-d0a6-5ac2-a0c3-98df26eaec4f_c3d0ee4c-4e20-4b5c-8ff8-827400a011e0,"market for fava bean seed, organic, for sowing",GLO,"fava bean seed, organic, for sowing",glo
58774ee4-24ec-5a47-8ba8-278a98513811_6eacd019-d0e5-42eb-8a50-060f17d5fee2,"market for fava bean, Swiss integrated production",GLO,"fava bean, Swiss integrated production",glo
d12c29b4-0a14-5be8-af1c-7a22b5f70986_7d2df8fd-e2c2-4b3a-9ecd-184b9276962f,"market for fava bean, feed, Swiss integrated production",CH,"fava bean, feed, Swiss integrated production",ch
c6fafaf4-1685-51b4-b331-d0f37d5ef59c_77a99b6a-d84b-418b-a6c9-ca7b4a864991,"market for fava bean, organic",GLO,"fava bean, organic",glo
4784c0b0-2751-5012-bc08-8871a6c18b97_5a58a8d4-cf9a-4d39-8238-dc66ef28dc93,market for feldspar,GLO,feldspar,glo
3a7b745b-4d02-54e5-963f-e4b88931c9b3_ffbb8dda-88f2-4c34-82b7-c596358efd77,market for fennel,GLO,fennel,glo
2dee6cd6-ea84-5cb4-8105-27900727d2c6_613a5be4-3a4c-42be-90fd-54f191079c90,market for fermentation filtrate,GLO,fermentation filtrate,glo
06d33132-55d1-51d6-8448-bfd26f5d3c21_fa6aa6bf-07c9-45bf-9fdc-a358a497b7e1,market for ferrite,GLO,ferrite,glo
cdd297b7-d5c1-5510-891d-ad5cf7d2950d_acb2a59b-ce48-43b9-8d27-31fbd5030e70,"market for ferrochromium, high-carbon, 55% Cr",GLO,"ferrochromium, high-carbon, 55% Cr",glo
b02967ba-39fe-5a00-b677-297f129ac5ea_6e316c64-0481-4832-b097-296e14c0b02f,"market for ferrochromium, high-carbon, 68% Cr",GLO,"ferrochromium, high-carbon, 68% Cr",glo
d09903f0-08cf-5ed2-bb67-81a69b104035_71f57ac0-caa8-4e9d-9b12-221b4f13e458,"market for ferromanganese, high-coal, 74.5% Mn",GLO,"ferromanganese, high-coal, 74.5% Mn",glo
12a91e30-b1e5-501b-bf31-17e6ffc49ac6_71d0cff1-7f13-4476-94a9-4eaaec98d225,market for ferronickel,GLO,ferronickel,glo
d2f14a6f-f103-5303-8be9-e676233bc820_5a572f8b-0bbd-4946-81b3-1c483252627e,"market for ferroniobium, 66% Nb",GLO,"ferroniobium, 66% Nb",glo
f180d34b-6df5-54da-8050-2529dfa4cf55_1e87e7db-557d-490d-b0bf-946d78833e56,market for ferrosilicon,GLO,ferrosilicon,glo
a60aa52e-cf08-5a24-8a22-c17a21e6e9fa_6e494138-d8ce-5102-9486-28910172975f,"market for ferrous metal, in mixed metal scrap",CH,"ferrous metal, in mixed metal scrap",ch
eada20d4-4e32-51f4-8d2c-96b8ded5f138_6e494138-d8ce-5102-9486-28910172975f,"market for ferrous metal, in mixed metal scrap",Europe without Switzerland,"ferrous metal, in mixed metal scrap",europe without switzerland
69f9c5fc-519a-5119-a988-a21b93a65732_6e494138-d8ce-5102-9486-28910172975f,"market for ferrous metal, in mixed metal scrap",RoW,"ferrous metal, in mixed metal scrap",row
ede29def-87ad-59cc-86cf-7bc8f0248820_3249e9f4-9a74-489b-b439-9bdff5296d00,market for ferry,GLO,ferry,glo
c9041b34-fee6-5282-9333-14719c6f6936_75168394-3da2-467a-90a1-285836ccd00d,"market for fertilising, by broadcaster",GLO,"fertilising, by broadcaster",glo
20f7f266-7640-5353-933c-d48244a39d17_9652160e-e444-5e32-8d8d-fee7b0001757,"market for fertilising, by injection",GLO,"fertilising, by injection",glo
57f43b40-6f56-5d7b-aa33-1a644ff2f8eb_54186f39-acc2-4c84-95e7-fbb067bde4cd,"market for fertilising, by rig fertiliser, sugarcane",GLO,"fertilising, by rig fertiliser, sugarcane",glo
88acbc3f-7ece-538d-8a5a-b6d3943e9e2c_bf319565-54d1-4ff2-aff4-8926a4af138a,"market for fertilising, by stool splitter, sugarcane",GLO,"fertilising, by stool splitter, sugarcane",glo
b3faea10-6781-598a-aac8-861f48cea50e_c4e028dc-33a3-4fb1-b0d7-08d0d1242d71,"market for fibre and fabric waste, polyester",GLO,"fibre and fabric waste, polyester",glo
99c66c39-56e9-5d96-891b-1045d32a6a9c_6d7a9035-752d-4b84-ad72-bde1a987a585,market for fibre cement corrugated slab,GLO,fibre cement corrugated slab,glo
ba301572-44a8-5551-b5f2-aca9403cff71_453a0f08-dab5-436c-b934-a3b7d2f49dfe,market for fibre cement facing tile,GLO,fibre cement facing tile,glo
dccca43a-42fd-5549-81ec-64fd43625e74_f593c5c2-0980-43e9-8f70-617142b07bd6,"market for fibre cement facing tile, large format",GLO,"fibre cement facing tile, large format",glo
da536ee9-ab46-565b-9e53-17dd06bb035e_2a49d197-0efb-46ab-a6a7-d22cc5b93350,"market for fibre cement facing tile, small format",GLO,"fibre cement facing tile, small format",glo
f9661071-ab0a-5fcb-97a9-8232efbf5f84_903f9c06-b73e-466b-967e-e43998d36404,market for fibre cement roof slate,GLO,fibre cement roof slate,glo
01baa6c6-c9a7-5ad1-a381-60891fcbabe1_0818abb1-d7ce-4ac6-b6e1-2e7b51a1ea9e,"market for fibre, cotton",GLO,"fibre, cotton",glo
ce83f2ac-c176-5362-97f0-5cf262fd4de6_837da5c9-94c1-450a-971d-12321506bbc7,"market for fibre, cotton, organic",GLO,"fibre, cotton, organic",glo
40b3b468-bd48-51aa-8bf5-eeaf6fbdc586_172454af-4293-48f8-92d7-183f06d86fa9,"market for fibre, flax",GLO,"fibre, flax",glo
0c2057f8-a7e5-5dfb-a0a9-830bf45491c6_2c554052-b0ea-5553-8f95-82e013d2f786,"market for fibre, flax, long, scutched",RER,"fibre, flax, long, scutched",rer
4a689738-9355-5f0e-9e6d-5484c7788c87_ce859475-a004-5c30-a900-82ff761905c2,"market for fibre, flax, short, scutched",RER,"fibre, flax, short, scutched",rer
