clustered_id;clustered;is_product;comments;typo_correction;is_activity
ff2815626d56aa681aebd612dc55062816f91f0c;vinyl eletroforming machines;0;;;FALSE
3af09137e30aac43b2ca85cd26493ac84d1cd9af;commodity exchanges;0;;;FALSE
4195775ae1414575bcb37be0f707b4e9b05095da;printing - flexography;0;;;FALSE
bcb1ba30d3e9695aabc9689bd2beaec48cc2e908;packaging pots;0;;;FALSE
8e753c99635338cb267ebcf83233fd0c89f80c0c;cartoning machines;0;;;FALSE
6d52b6220a96b822d0fb8fc35b4ad544b40f0c31;bespoke packager;0;;;FALSE
63e3de35affee5b1ea097e754ab3941a4c7df641;dual component glue packaging;0;;;FALSE
09c0ba2240391413754d2029e600294f759ba9cf;mobile radio electric measuring laboratories;0;;;FALSE
ee943e14162bbd772d94067060c47b599620372e;equipping industrial vehicles;0;;;FALSE
1d667a1c0370bd35096595497547b1a680bc9882;structures in galvanized steel;0;;;FALSE
fc47bc310c0f8218baae9aec51655a1a1a8a069a;forest exploitation;0;;;FALSE
079779c8e6c4e16d97eeb3f3ba0a883a5a971ec1;metal anchoring;0;;;FALSE
d30ff19bd4b37f2936866f8d27f755d5e50dc9a3;cereal packing;0;;;FALSE
9f085f0edb4c03017fd99755326715c10ae8fc91;electrolytic polishing;0;;;FALSE
b29e6d4191cdf9a431e23960c96632f11f550a25;metal roofing;0;;;FALSE
3eed0b9aad399d82cef6af339475d50a7aa2d725;steel broaching;0;;;FALSE
4647e83f9a7882378a18e5f5c617fe5ec39ee84c;industrial ventilation;0;;;FALSE
6a50ce1fd5e6f54f2da16216add2d30501b416fe;genuine mercedes bmw volvo audi parts;0;;;FALSE
4bf63fb3bc27081ab2b8ca1ecb18abb7c0d97464;fast shipping easy payment modes;0;;;FALSE
6f8dcc0af45ddeda2e96a6163e1335192b1da77d;advanced logistics;0;;;FALSE
5b826aa53d30113dcee09410f0bc37393ccddeba;hydraulic steel structures;0;;;FALSE
9064d49752d5c792bc212e331ca0eab152297863;roller finishing machines;0;;;FALSE
fd32b27ad4612790233df06b78764e58bbdf9809;disinfection gantry;0;;;FALSE
afdb447602bebc4651739130303e541cd07d3c02;contactless disinfectant gantry;0;;;FALSE
f9aa603def1f24063bd376781216d7a288f335c5;air sterilization system;0;;;FALSE
f5bc4addddaf6f74babff92d9272f9c7dcf65a0a;used auto spares;0;;;FALSE
b6df32683e19205198cc7a36cdcbaa50bb7a28c4;pv modules;0;;;FALSE
f736c4e67608996d0ea2e0ac43060bf2b091da1c;solar photovoltaic factory;0;;;FALSE
e30c8cd76c2b4784f2447432452d5081ed1e2cc0;refrigerator engineer;0;;;FALSE
e168542b28d16943686fb62819b96445df68fe4c;grande champagne;0;;;FALSE
7b299758f9c5005cfe54c443bd9955c3cb883865;exclusive ladieswear online shop;0;;;FALSE
07b5efd563bba0e29b772b362ad55b0a1c69727c;freight transportation;0;;;FALSE
8f9e3c42442f3343bd7238996270c67a39ffc76b;carnival - articles;0;;;FALSE
73483c44ec495ee8e9a093b56b339e8b13ccf01d;souvenir articles;0;;;FALSE
0e4335924f0681f1c855632f74e3f7191dcffa13;cladding - ferrous metal;0;;;FALSE
11b997e2faf34a8b762dadca559198dcc0d60343;biotechnological pharmaceutical preparations;0;;;FALSE
e9327e08f1e119406c8f234389bf82922f563ebd;environmental analysis laboratories;0;;;FALSE
f2b5d1a736ef2452019ba7f480ea2d8231bd5cc1;analysis of agricultural products;0;;;FALSE
6f58defd40333961593f2a2bb22ca27dd93ad371;weed shop rotterdam;0;;;FALSE
0969618bfa56145b9dc4b36041f452b323551555;?ransport logistics;0;;transport logistics;FALSE
38eddf8fdbf857b7edb7253abc27e8390c4c714c;regional transport;0;;;FALSE
9ef034088e03f8be7a143f9245df6697557acd76;boat engine workshops;0;;;FALSE
02a0169b4a3ae754c20f7563d42f0cc7139d3e8d;manual gearbox repairs;0;;;FALSE
9aff4e505e31dca01982944bfdf5f839f5024609;spanish cuisine;0;;;FALSE
e68ef1ff1751a92bb10966024bec98a2ae4cdf0f;auxiliary services for means of transport;0;;;FALSE
a2821785d53c76df663ae139843f0c64a84c6d0d;fibroscope repairs;0;;;FALSE
f0ee1358925f2010e63c9569e65c74a1b038d571;refinery;0;;;FALSE
d7d1d37d85bf6a3094ad03b12d95cf3d50e9ee83;elevator hire;0;;;FALSE
ee43ebc8c9b32406400eb411cb36a1ddad9bb473;truck rental with driver for do-it-yourself moves;0;;;FALSE
7559df25ab7fe2b4771d07639417872e71d3d269;garden terrace roofing;0;;;FALSE
c1565d3c9e44b57cf0fc062f0d4f13ed4e1cc664;gps networks;0;;;FALSE
